width	depth	height	tilt	instances
42	50	90	TRUE	3
60	65	90	TRUE	3
60	45	90	TRUE	2
60	65	90	TRUE	2
42	50	90	TRUE	2
60	45	90	TRUE	2
80	90	90	TRUE	2
255	95	90	TRUE	2
42	50	90	TRUE	3
60	65	90	TRUE	3
40	50	90	TRUE	4
60	45	90	TRUE	3
60	65	90	TRUE	2
90	80	90	TRUE	3
75	90	90	TRUE	2
90	60	90	TRUE	6
105	95	85	TRUE	2
100	90	90	TRUE	2
42	50	90	TRUE	2
40	50	90	TRUE	2
42	50	90	TRUE	3
85	60	45	TRUE	3
40	50	90	TRUE	3
60	55	90	TRUE	3
90	60	90	TRUE	2
40	50	90	TRUE	1
42	50	90	TRUE	2
42	50	90	TRUE	2
40	50	90	TRUE	3
60	45	90	TRUE	3
90	60	90	TRUE	3
80	90	90	TRUE	5
125	90	90	TRUE	3
60	65	90	TRUE	2
110	95	85	TRUE	4
200	90	90	TRUE	1
150	90	90	TRUE	1
42	50	90	TRUE	3
40	50	90	TRUE	3
42	50	90	TRUE	3
60	55	90	TRUE	2
40	50	90	TRUE	3
42	50	90	TRUE	3
42	50	90	TRUE	4
65	55	90	TRUE	3
42	50	90	TRUE	4
90	40	50	TRUE	5
65	45	90	TRUE	3
60	55	90	TRUE	4
60	55	90	TRUE	3
90	60	90	TRUE	3
105	90	90	TRUE	3
90	90	60	TRUE	3
90	100	90	TRUE	2
60	65	90	TRUE	2
80	120	10	TRUE	3
80	120	10	TRUE	3
105	95	85	TRUE	3
80	120	10	TRUE	3
42	50	90	TRUE	5
45	45	90	TRUE	5
46	40	90	TRUE	2
42	50	90	TRUE	2
42	50	90	TRUE	2
46	40	90	TRUE	2
60	45	90	TRUE	2
42	50	90	TRUE	5
60	45	90	TRUE	3
90	80	90	TRUE	3
42	50	90	TRUE	2
50	42	90	TRUE	5
42	50	90	TRUE	5
42	50	90	TRUE	3
60	45	90	TRUE	3
50	90	40	TRUE	2
42	50	90	TRUE	2
60	45	90	TRUE	2
105	90	90	TRUE	2
125	90	90	TRUE	2
182	83	25	TRUE	1
180	85	35	TRUE	1
184	80	35	TRUE	1
135	60	25	TRUE	1
40	75	115	TRUE	1
40	80	115	TRUE	1
145	145	85	TRUE	1
145	145	95	TRUE	1
130	140	150	TRUE	1
60	55	90	TRUE	2
90	60	90	TRUE	2
60	65	90	TRUE	2
60	45	90	TRUE	2
90	60	90	TRUE	2
90	75	90	TRUE	2
42	50	90	TRUE	2
42	50	90	TRUE	2
130	85	15	TRUE	3
160	80	20	TRUE	3
180	80	20	TRUE	3
224	78	27	TRUE	5
125	70	25	TRUE	3
203	90	32	TRUE	3
184	88	25	TRUE	3
220	70	25	TRUE	5
170	90	20	TRUE	3
180	100	20	TRUE	3
250	90	15	TRUE	5
230	80	25	TRUE	5
300	100	30	TRUE	5
300	60	35	TRUE	5
260	90	40	TRUE	5
230	100	20	TRUE	3
225	111	38	TRUE	3
270	100	30	TRUE	5
310	80	40	TRUE	5
310	80	35	TRUE	2
390	70	40	TRUE	5
380	100	35	TRUE	5
330	130	50	TRUE	2
390	130	60	TRUE	2
300	400	75	TRUE	2
65	65	85	TRUE	2
180	95	90	TRUE	2
255	100	90	TRUE	2
130	95	225	TRUE	2
200	90	90	TRUE	2
125	90	90	TRUE	2
90	100	90	TRUE	2
253	215	132	TRUE	2
250	215	125	TRUE	2
256	212	126	TRUE	2
215	233	114	TRUE	2
232	215	114	TRUE	2
105	90	90	TRUE	2
130	90	90	TRUE	2
180	90	90	TRUE	2
225	210	90	TRUE	2
42	50	90	TRUE	2
42	50	90	TRUE	2
42	50	90	TRUE	2
42	50	90	TRUE	2
90	90	130	TRUE	2
125	90	90	TRUE	3
125	90	90	TRUE	3
130	95	225	TRUE	3
155	90	225	TRUE	3
60	55	90	TRUE	3
60	65	90	TRUE	3
42	50	90	TRUE	2
42	50	90	TRUE	2
42	50	90	TRUE	2
42	50	90	TRUE	2
75	90	90	TRUE	2
160	160	105	TRUE	2
160	160	110	TRUE	2
160	160	105	TRUE	2
160	160	110	TRUE	2
160	160	105	TRUE	2
160	160	105	TRUE	2
160	160	105	TRUE	2
160	160	105	TRUE	2
160	160	105	TRUE	2
115	110	115	TRUE	1
124	120	137	TRUE	2
210	100	55	TRUE	2
165	165	120	TRUE	2
60	70	88	TRUE	3
200	80	5	TRUE	3
200	150	1	TRUE	3
170	80	5	TRUE	3
170	80	5	TRUE	3
170	80	5	TRUE	3
150	100	1	TRUE	3
200	80	5	TRUE	3
200	80	5	TRUE	3
170	80	5	TRUE	3
185	30	30	TRUE	5
220	35	35	TRUE	5
150	20	20	TRUE	5
185	30	30	TRUE	5
280	31	31	TRUE	5
210	35	35	TRUE	5
280	31	31	TRUE	5
210	35	35	TRUE	5
160	20	20	TRUE	3
90	30	30	TRUE	3
90	31	31	TRUE	5
90	31	31	TRUE	5
90	30	30	TRUE	5
90	31	31	TRUE	5
275	40	40	TRUE	5
310	40	40	TRUE	5
195	30	30	TRUE	5
230	35	35	TRUE	5
165	30	30	TRUE	5
195	30	30	TRUE	5
230	35	35	TRUE	5
230	35	35	TRUE	5
230	35	35	TRUE	5
240	40	40	TRUE	5
255	50	50	TRUE	2
220	35	35	TRUE	2
160	30	30	TRUE	3
185	30	30	TRUE	3
185	30	30	TRUE	3
160	30	30	TRUE	3
175	30	30	TRUE	3
206	35	35	TRUE	3
280	90	40	TRUE	2
280	90	40	TRUE	2
11	55	11	TRUE	3
20	20	210	TRUE	3
15	55	140	TRUE	2
140	50	15	TRUE	3
10	66	10	TRUE	3
220	50	10	TRUE	2
70	20	20	TRUE	5
150	100	5	TRUE	3
70	40	20	TRUE	3
70	40	20	TRUE	3
70	40	20	TRUE	3
75	20	20	TRUE	3
150	100	5	TRUE	2
35	90	170	TRUE	2
106	65	40	TRUE	2
53	20	85	TRUE	2
70	20	40	TRUE	5
132	125	10	TRUE	3
10	2	132	TRUE	3
50	10	270	TRUE	2
180	50	10	TRUE	3
180	50	10	TRUE	3
180	50	10	TRUE	3
50	10	270	TRUE	2
50	10	270	TRUE	2
260	50	5	TRUE	2
20	2	228	TRUE	2
260	50	5	TRUE	2
110	30	150	TRUE	2
61	19	17	TRUE	2
61	19	17	TRUE	3
80	20	20	TRUE	5
67	19	17	TRUE	5
80	20	20	TRUE	3
85	30	30	TRUE	2
84	27	25	TRUE	5
93	27	25	TRUE	1
120	30	30	TRUE	3
110	32	27	TRUE	1
125	32	30	TRUE	1
20	20	135	TRUE	3
20	20	145	TRUE	3
20	145	20	TRUE	3
20	20	155	TRUE	5
20	20	155	TRUE	3
20	20	165	TRUE	3
20	170	20	TRUE	3
20	20	180	TRUE	3
124	23	23	TRUE	1
61	19	17	TRUE	2
59	19	17	TRUE	2
75	20	20	TRUE	2
77	19	17	TRUE	2
80	25	25	TRUE	1
90	30	30	TRUE	1
93	27	25	TRUE	1
25	92	25	TRUE	1
105	30	30	TRUE	1
125	35	35	TRUE	1
17	17	64	TRUE	1
17	17	71	TRUE	1
17	17	75	TRUE	1
25	25	80	TRUE	1
25	25	90	TRUE	1
200	150	5	TRUE	3
105	15	15	TRUE	2
155	50	50	TRUE	2
125	25	25	TRUE	3
33	40	90	TRUE	3
33	40	90	TRUE	2
35	40	90	TRUE	3
33	40	90	TRUE	2
42	42	90	TRUE	3
45	45	90	TRUE	3
42	42	90	TRUE	3
42	42	90	TRUE	3
45	45	90	TRUE	2
42	42	90	TRUE	3
42	42	90	TRUE	3
45	45	90	TRUE	2
52	52	90	TRUE	2
52	52	90	TRUE	2
55	55	90	TRUE	2
68	68	90	TRUE	2
68	68	90	TRUE	2
70	70	90	TRUE	2
68	68	90	TRUE	2
72	72	90	TRUE	2
70	70	90	TRUE	2
68	68	90	TRUE	2
68	68	90	TRUE	2
45	80	125	TRUE	1
72	72	90	TRUE	1
50	95	120	TRUE	1
50	105	135	TRUE	1
210	110	52	TRUE	2
200	40	12	TRUE	2
180	40	7	TRUE	3
180	40	8	TRUE	3
200	40	10	TRUE	3
290	40	12	TRUE	2
100	40	15	TRUE	3
100	40	10	TRUE	3
125	40	15	TRUE	3
290	40	8	TRUE	3
135	40	15	TRUE	3
290	40	10	TRUE	5
141	25	16	TRUE	1
185	35	15	TRUE	2
235	41	16	TRUE	2
285	40	15	TRUE	1
320	40	15	TRUE	1
180	40	15	TRUE	2
290	40	15	TRUE	1
280	40	15	TRUE	2
320	40	15	TRUE	2
275	40	20	TRUE	2
340	25	10	TRUE	2
270	30	30	TRUE	1
270	35	35	TRUE	1
175	40	15	TRUE	2
130	35	15	TRUE	3
183	41	13	TRUE	3
225	40	10	TRUE	1
270	40	15	TRUE	1
320	40	15	TRUE	2
180	40	15	TRUE	3
285	40	10	TRUE	2
280	40	15	TRUE	1
320	40	15	TRUE	1
230	40	10	TRUE	2
250	18	18	TRUE	2
250	20	20	TRUE	2
80	20	20	TRUE	5
70	15	15	TRUE	3
90	20	10	TRUE	3
90	20	10	TRUE	3
95	15	15	TRUE	3
113	13	13	TRUE	3
123	19	19	TRUE	3
60	10	10	TRUE	3
90	20	10	TRUE	3
75	15	15	TRUE	3
85	15	15	TRUE	3
113	13	13	TRUE	3
90	20	10	TRUE	3
90	20	10	TRUE	3
90	20	10	TRUE	3
90	20	10	TRUE	3
113	13	13	TRUE	3
195	170	10	TRUE	2
195	170	10	TRUE	2
140	10	120	TRUE	2
135	135	30	TRUE	2
125	55	125	TRUE	4
135	135	57	TRUE	2
150	135	135	TRUE	2
115	115	200	TRUE	2
125	125	150	TRUE	1
385	36	60	TRUE	3
140	119	45	TRUE	1
410	40	40	TRUE	3
410	50	45	TRUE	3
20	215	30	TRUE	3
55	250	20	TRUE	3
390	50	45	TRUE	3
150	140	50	TRUE	3
170	150	65	TRUE	3
150	170	60	TRUE	10
270	205	40	TRUE	3
495	120	29	TRUE	2
310	100	110	TRUE	3
200	150	5	TRUE	5
195	80	13	TRUE	5
300	100	120	TRUE	3
290	110	30	TRUE	3
230	50	20	TRUE	5
225	80	21	TRUE	5
150	115	290	TRUE	2
270	130	75	TRUE	2
300	150	40	TRUE	3
300	150	100	TRUE	2
160	100	15	TRUE	2
170	100	20	TRUE	2
260	65	20	TRUE	3
60	30	30	TRUE	3
52	25	25	TRUE	3
60	25	25	TRUE	3
37	18	18	TRUE	3
60	25	25	TRUE	3
58	25	25	TRUE	3
50	20	20	TRUE	3
40	17	17	TRUE	3
80	140	15	TRUE	2
80	120	10	TRUE	2
280	50	50	TRUE	3
260	40	120	TRUE	2
114	70	70	TRUE	2
140	85	45	TRUE	2
310	40	50	TRUE	2
135	55	45	TRUE	2
161	80	80	TRUE	2
170	40	15	TRUE	3
240	50	20	TRUE	3
300	50	20	TRUE	3
240	55	20	TRUE	3
300	60	20	TRUE	3
140	70	15	TRUE	5
150	70	15	TRUE	5
145	75	20	TRUE	5
75	20	145	TRUE	5
145	75	20	TRUE	10
165	80	25	TRUE	5
180	76	21	TRUE	3
165	24	8	TRUE	3
40	250	50	TRUE	2
100	30	100	TRUE	1
200	40	20	TRUE	2
400	160	25	TRUE	2
60	35	60	TRUE	10
75	35	70	TRUE	3
70	30	70	TRUE	3
50	75	70	TRUE	3
395	20	50	TRUE	2
265	85	40	TRUE	3
120	80	15	TRUE	2
75	70	245	TRUE	3
300	105	25	TRUE	3
115	30	320	TRUE	3
115	25	255	TRUE	2
180	50	20	TRUE	3
400	60	15	TRUE	2
60	20	20	TRUE	3
325	50	50	TRUE	1
55	25	135	TRUE	3
175	85	6	TRUE	3
175	85	6	TRUE	3
240	110	45	TRUE	3
30	75	235	TRUE	3
55	150	85	TRUE	1
250	35	16	TRUE	10
90	250	30	TRUE	3
65	25	15	TRUE	3
25	25	65	TRUE	3
115	25	12	TRUE	5
120	25	15	TRUE	5
120	30	15	TRUE	3
220	75	20	TRUE	3
100	15	10	TRUE	5
20	10	105	TRUE	3
120	47	15	TRUE	2
140	20	16	TRUE	5
160	50	20	TRUE	5
165	45	25	TRUE	5
15	30	120	TRUE	3
170	45	25	TRUE	3
225	80	25	TRUE	5
225	85	25	TRUE	3
175	40	15	TRUE	3
210	70	20	TRUE	3
50	17	2	TRUE	2
96	43	7	TRUE	2
300	105	25	TRUE	3
320	115	30	TRUE	3
260	95	35	TRUE	2
260	100	50	TRUE	2
340	110	65	TRUE	2
255	100	10	TRUE	2
360	180	30	TRUE	2
290	230	125	TRUE	2
310	130	55	TRUE	2
320	200	150	TRUE	2
220	120	30	TRUE	2
135	55	60	TRUE	1
135	60	50	TRUE	1
135	55	48	TRUE	1
135	55	40	TRUE	2
110	50	35	TRUE	2
65	115	170	TRUE	2
155	100	10	TRUE	2
55	165	175	TRUE	2
55	165	175	TRUE	2
55	165	175	TRUE	2
55	165	175	TRUE	2
55	165	170	TRUE	2
55	165	175	TRUE	2
260	75	300	TRUE	1
290	245	120	TRUE	2
230	60	60	TRUE	3
150	150	150	TRUE	2
165	125	295	TRUE	1
380	130	50	TRUE	1
15	85	120	TRUE	2
120	85	15	TRUE	2
20	40	165	TRUE	2
180	80	40	TRUE	2
83	83	91	TRUE	2
140	45	45	TRUE	2
190	95	35	TRUE	2
120	90	90	TRUE	2
290	110	85	TRUE	2
345	145	55	TRUE	2
330	57	57	TRUE	3
160	115	85	TRUE	2
210	105	75	TRUE	2
210	105	75	TRUE	2
570	55	70	TRUE	2
500	300	300	TRUE	2
780	70	40	TRUE	2
870	70	40	TRUE	2
290	180	100	TRUE	2
280	175	90	TRUE	2
120	40	205	TRUE	5
120	40	310	TRUE	5
470	125	50	TRUE	3
645	55	130	TRUE	3
180	90	90	TRUE	2
90	180	90	TRUE	2
125	90	225	TRUE	3
90	125	225	TRUE	2
125	90	225	TRUE	2
292	237	93	TRUE	1
215	215	50	TRUE	3
210	210	310	TRUE	1
200	200	300	TRUE	2
320	205	203	TRUE	1
300	200	200	TRUE	1
400	220	240	TRUE	1
75	225	45	TRUE	1
205	95	90	TRUE	2
60	45	90	TRUE	2
140	115	70	TRUE	2
110	50	50	TRUE	2
150	100	5	TRUE	3
185	100	80	TRUE	2
200	145	20	TRUE	2
190	120	59	TRUE	1
190	120	59	TRUE	1
190	120	70	TRUE	3
190	120	70	TRUE	1
220	220	190	TRUE	2
340	190	55	TRUE	2
340	190	55	TRUE	2
315	200	50	TRUE	2
160	40	20	TRUE	5
100	120	30	TRUE	2
215	285	355	TRUE	2
50	50	235	TRUE	6
187	149	241	TRUE	1
55	55	130	TRUE	6
240	70	70	TRUE	4
185	145	250	TRUE	2
35	35	125	TRUE	3
40	40	140	TRUE	3
40	40	140	TRUE	3
140	70	25	TRUE	1
155	60	60	TRUE	3
110	80	30	TRUE	1
150	140	35	TRUE	1
50	50	110	TRUE	3
150	50	30	TRUE	4
215	215	220	TRUE	2
200	160	220	TRUE	1
115	70	15	TRUE	2
150	150	41	TRUE	3
155	155	27	TRUE	2
185	160	25	TRUE	4
160	160	5	TRUE	4
160	9	160	TRUE	3
135	110	35	TRUE	6
145	145	15	TRUE	6
225	225	30	TRUE	6
300	200	120	TRUE	1
300	200	120	TRUE	1
425	270	110	TRUE	1
100	120	300	TRUE	1
180	100	340	TRUE	1
150	260	90	TRUE	2
225	115	20	TRUE	4
60	15	110	TRUE	4
280	50	50	TRUE	1
160	50	70	TRUE	3
180	75	90	TRUE	3
75	70	145	TRUE	3
170	60	60	TRUE	3
140	70	75	TRUE	3
150	50	50	TRUE	3
160	55	55	TRUE	3
130	130	230	TRUE	2
130	130	230	TRUE	2
190	130	250	TRUE	2
130	130	210	TRUE	2
195	145	141	TRUE	2
125	245	220	TRUE	2
290	130	130	TRUE	2
140	140	210	TRUE	2
280	225	190	TRUE	3
280	220	175	TRUE	3
50	30	135	TRUE	2
260	225	175	TRUE	3
190	115	195	TRUE	1
185	105	200	TRUE	1
170	180	20	TRUE	2
170	190	25	TRUE	5
80	120	10	TRUE	2
200	180	90	TRUE	2
120	110	120	TRUE	2
250	120	100	TRUE	1
235	80	80	TRUE	2
250	110	80	TRUE	3
270	100	80	TRUE	4
260	100	70	TRUE	3
265	100	90	TRUE	2
260	120	115	TRUE	4
260	105	100	TRUE	3
240	120	50	TRUE	1
220	120	40	TRUE	2
260	140	50	TRUE	1
260	230	90	TRUE	1
270	220	75	TRUE	2
270	300	70	TRUE	2
280	270	70	TRUE	1
140	60	330	TRUE	2
230	190	100	TRUE	1
260	120	110	TRUE	2
260	260	50	TRUE	1
260	260	50	TRUE	2
260	260	50	TRUE	2
235	100	85	TRUE	2
260	100	75	TRUE	3
260	85	100	TRUE	2
275	150	185	TRUE	1
240	100	70	TRUE	2
245	100	70	TRUE	2
100	245	70	TRUE	2
300	110	10	TRUE	3
245	130	80	TRUE	2
245	130	80	TRUE	3
245	130	80	TRUE	3
235	130	70	TRUE	2
235	130	70	TRUE	2
240	125	75	TRUE	2
240	125	75	TRUE	3
240	125	75	TRUE	3
240	130	80	TRUE	2
250	135	75	TRUE	2
270	125	75	TRUE	2
730	190	190	TRUE	1
115	115	70	TRUE	3
115	115	70	TRUE	3
460	345	170	TRUE	1
290	225	120	TRUE	2
285	215	85	TRUE	1
450	240	120	TRUE	2
510	250	240	TRUE	1
400	80	100	TRUE	3
240	100	100	TRUE	3
390	110	110	TRUE	3
570	280	260	TRUE	1
520	240	260	TRUE	1
570	300	270	TRUE	1
500	250	260	TRUE	1
770	470	300	TRUE	2
210	200	30	TRUE	4
125	90	90	TRUE	3
150	90	90	TRUE	3
155	90	90	TRUE	3
205	95	90	TRUE	2
180	95	90	TRUE	3
180	95	90	TRUE	3
155	90	90	TRUE	3
150	90	90	TRUE	3
150	90	90	TRUE	5
90	200	95	TRUE	2
180	90	90	TRUE	2
180	90	90	TRUE	2
240	100	25	TRUE	2
95	35	200	TRUE	2
120	50	250	TRUE	2
150	50	250	TRUE	2
10	50	100	TRUE	2
60	45	90	TRUE	2
60	45	90	TRUE	2
205	90	90	TRUE	2
205	90	90	TRUE	2
125	90	225	TRUE	2
155	90	90	TRUE	4
300	30	30	TRUE	3
90	89	68	TRUE	2
144	108	93	TRUE	2
110	90	90	TRUE	3
105	90	90	TRUE	2
60	45	90	TRUE	2
90	80	90	TRUE	3
220	180	73	TRUE	1
218	130	73	TRUE	1
218	130	73	TRUE	1
155	90	225	TRUE	2
205	90	90	TRUE	3
130	90	220	TRUE	3
125	90	90	TRUE	2
130	90	90	TRUE	2
205	90	90	TRUE	2
205	90	90	TRUE	2
130	90	220	TRUE	2
150	90	90	TRUE	2
155	90	90	TRUE	2
150	90	90	TRUE	2
150	90	90	TRUE	2
205	90	90	TRUE	2
130	90	30	TRUE	2
130	90	30	TRUE	2
210	90	30	TRUE	2
155	90	90	TRUE	2
125	90	90	TRUE	2
140	72	220	TRUE	2
205	90	90	TRUE	2
125	90	90	TRUE	2
205	90	90	TRUE	2
105	90	90	TRUE	3
90	100	90	TRUE	3
205	90	90	TRUE	3
204	93	93	TRUE	3
205	90	90	TRUE	3
205	90	90	TRUE	3
125	90	225	TRUE	3
200	90	90	TRUE	3
125	90	220	TRUE	3
125	90	220	TRUE	2
125	90	220	TRUE	2
125	90	220	TRUE	2
125	90	220	TRUE	2
125	90	220	TRUE	2
150	90	90	TRUE	3
160	90	90	TRUE	2
150	90	90	TRUE	2
205	90	90	TRUE	2
205	90	90	TRUE	2
205	90	90	TRUE	2
300	220	115	TRUE	3
125	90	220	TRUE	3
125	90	220	TRUE	2
215	125	72	TRUE	2
120	220	75	TRUE	4
120	72	220	TRUE	4
120	75	220	TRUE	3
130	90	255	TRUE	2
130	90	255	TRUE	2
120	75	220	TRUE	2
140	72	220	TRUE	3
145	75	220	TRUE	2
250	125	90	TRUE	2
257	127	94	TRUE	2
125	95	295	TRUE	2
130	90	360	TRUE	2
130	90	360	TRUE	2
145	72	220	TRUE	2
160	72	220	TRUE	2
60	65	90	TRUE	2
60	65	90	TRUE	2
125	90	90	TRUE	2
110	90	90	TRUE	2
150	90	90	TRUE	1
42	50	90	TRUE	3
42	50	90	TRUE	3
40	50	90	TRUE	3
42	50	90	TRUE	3
90	125	90	TRUE	1
60	65	90	TRUE	2
60	65	90	TRUE	2
75	90	90	TRUE	3
42	50	90	TRUE	2
90	40	45	TRUE	3
90	60	55	TRUE	3
90	90	60	TRUE	3
490	180	31	TRUE	2
220	220	65	TRUE	2
239	133	45	TRUE	1
270	65	370	TRUE	1
237	133	45	TRUE	1
100	140	40	TRUE	1
240	135	40	TRUE	1
178	55	406	TRUE	1
410	170	54	TRUE	1
370	270	65	TRUE	1
390	196	439	TRUE	1
105	90	90	TRUE	1
125	90	225	TRUE	1
150	50	15	TRUE	5
145	85	20	TRUE	5
150	80	30	TRUE	5
75	90	90	TRUE	2
70	40	20	TRUE	5
60	45	45	TRUE	3
100	40	40	TRUE	3
70	50	40	TRUE	5
100	40	40	TRUE	3
100	40	40	TRUE	3
80	50	50	TRUE	3
150	90	90	TRUE	5
55	55	95	TRUE	3
60	60	105	TRUE	5
130	90	90	TRUE	5
160	250	70	TRUE	2
130	90	220	TRUE	2
210	90	225	TRUE	1
170	190	20	TRUE	5
260	260	35	TRUE	6
165	165	80	TRUE	4
90	60	90	TRUE	3
65	55	90	TRUE	3
60	65	90	TRUE	3
75	90	90	TRUE	2
85	90	90	TRUE	2
125	90	90	TRUE	2
125	125	150	TRUE	3
275	220	75	TRUE	1
315	80	70	TRUE	3
315	80	70	TRUE	3
300	65	30	TRUE	2
185	60	60	TRUE	3
185	58	58	TRUE	2
45	45	105	TRUE	6
250	145	65	TRUE	2
280	60	60	TRUE	5
95	95	20	TRUE	12
120	50	120	TRUE	6
160	60	60	TRUE	2
75	202	78	TRUE	2
110	110	20	TRUE	6
140	140	50	TRUE	6
305	170	195	TRUE	1
250	35	16	TRUE	5
330	180	40	TRUE	3
145	145	80	TRUE	3
90	65	60	TRUE	3
90	65	65	TRUE	3
85	90	75	TRUE	3
90	90	55	TRUE	3
90	90	80	TRUE	3
260	140	80	TRUE	2
260	130	80	TRUE	2
85	35	35	TRUE	2
85	35	35	TRUE	2
85	35	35	TRUE	2
85	35	35	TRUE	2
90	35	35	TRUE	2
66	33	66	TRUE	2
85	35	35	TRUE	2
85	35	35	TRUE	2
64	41	44	TRUE	2
90	45	45	TRUE	2
90	45	45	TRUE	2
90	90	50	TRUE	2
67	61	64	TRUE	2
165	165	100	TRUE	3
167	167	120	TRUE	3
165	165	120	TRUE	2
160	160	125	TRUE	2
165	165	100	TRUE	2
160	160	105	TRUE	2
160	160	105	TRUE	2
70	5	270	TRUE	3
205	90	90	TRUE	4
205	90	90	TRUE	3
150	90	90	TRUE	2
205	90	90	TRUE	5
90	90	200	TRUE	3
150	90	90	TRUE	2
200	90	90	TRUE	5
205	90	90	TRUE	4
215	130	75	TRUE	2
220	152	77	TRUE	2
222	132	74	TRUE	2
215	150	75	TRUE	2
215	130	75	TRUE	2
215	150	75	TRUE	2
225	180	70	TRUE	2
220	110	75	TRUE	2
220	110	75	TRUE	2
220	110	75	TRUE	2
215	125	72	TRUE	2
215	125	72	TRUE	3
220	120	75	TRUE	2
220	125	75	TRUE	2
220	125	75	TRUE	2
215	125	72	TRUE	2
220	70	110	TRUE	2
220	125	75	TRUE	2
220	140	75	TRUE	2
220	120	75	TRUE	2
220	120	75	TRUE	2
215	125	72	TRUE	2
92	95	70	TRUE	2
215	115	75	TRUE	2
215	115	75	TRUE	3
215	130	75	TRUE	3
220	130	75	TRUE	3
220	150	75	TRUE	3
220	220	75	TRUE	2
215	115	75	TRUE	2
220	135	75	TRUE	2
220	135	75	TRUE	2
220	135	75	TRUE	2
220	130	75	TRUE	2
220	185	75	TRUE	2
220	135	75	TRUE	1
220	135	70	TRUE	1
220	130	75	TRUE	2
210	140	70	TRUE	1
220	185	75	TRUE	1
220	185	75	TRUE	1
225	155	75	TRUE	1
215	225	70	TRUE	1
220	135	75	TRUE	2
220	155	75	TRUE	2
380	290	90	TRUE	1
370	280	90	TRUE	1
